No.,ID Articulo,Codigo Fabricante,Nombre del Articulo,MEDIDAS ,Categoría,Proveedor,Ubicación,Teléfono,Contacto, Precio Compra Sin  IVA, IVA,Precio de Compra Con IVA (Neto),% a Ganar,Utilidad,Es compra Interna?,"Open Pay
(2.99% + 2.5)","IVA 
Open Pay",Comisión Tienda Nube,Total Comisiones,% Descuento En Pago Con Transferencia,Precio de Venta con IVA,,IVA a Desglozar,Precio de Vta. Sin IVA,Ganancia Real,,,,,,,,,Calcula ID,,,,,,,,,
0562,MAPT-D, LGVTM55,MARCO ANGEL PUENTE ORO VIEJO,18.7 X 14.7cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$181.90,$29.10,$211.00,50.00%, $ 105.50 ,, $ 8.62 , $ 1.38 , $ 9.13 , $ 19.13 ,2.85%,$336,,$46.29,$289,$107,,,,,,,,,,,,,,,,,,
0563,MAPT-P, LGVTM56,MARCO ANGEL PUENTE PLATA VIEJA,18.7 X 14.7cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$172.41,$27.59,$200.00,50.00%, $ 100.00 ,, $ 8.30 , $ 1.33 , $ 8.79 , $ 18.42 ,2.89%,$318,,$43.92,$275,$102,,,,,,,,,,,,,,,,,,
0564,RAOMD, LGVTM57,RETABLO ANGEL ORANDO DORADO C/PIEDRA SWAR,12 X 9 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$107.76,$17.24,$125.00,50.00%, $ 62.50 ,, $ 6.13 , $ 0.98 , $ 6.49 , $ 13.60 ,3.38%,$201,,$27.74,$173,$66,,,,,,,,,,,,,,,,,,
0565,RAOMP, LGVTM58,RETABLO ANGEL ORANDO PLATA C/PIEDRA SWARO,12 X 9 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$96.55,$15.45,$112.00,50.00%, $ 56.00 ,, $ 5.75 , $ 0.92 , $ 6.09 , $ 12.76 ,3.53%,$181,,$24.93,$156,$59,,,,,,,,,,,,,,,,,,
0566,MNA, LGVTM59,MADONA CON NIÑO EN ARAGON,12 X 10 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$65.52,$10.48,$76.00,50.00%, $ 38.00 ,, $ 4.70 , $ 0.75 , $ 4.99 , $ 10.45 ,4.20%,$124,,$17.16,$107,$42,,,,,,,,,,,,,,,,,,
0567,MNR, LGVTM60,RETABLO MADONA CON NIÑO,11.5 X 8.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$57.76,$9.24,$67.00,50.00%, $ 33.50 ,, $ 4.44 , $ 0.71 , $ 4.71 , $ 9.87 ,4.47%,$110,,$15.22,$95,$37,,,,,,,,,,,,,,,,,,
0568,1-RBA, LGVTM61,RETABLO BAUTIZO NIÑA CON P/SWAROVSKY,11.5 X 6.4cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$55.17,$8.83,$64.00,50.00%, $ 32.00 ,, $ 4.36 , $ 0.70 , $ 4.62 , $ 9.67 ,4.58%,$106,,$14.58,$91,$36,,,,,,,,,,,,,,,,,,
0569,1-RBO, LGVTM62,RETABLO BAUTIZO NIÑO CON P/SWAROVSKY,11.5 X 6.4cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$55.17,$8.83,$64.00,50.00%, $ 32.00 ,, $ 4.36 , $ 0.70 , $ 4.62 , $ 9.67 ,4.58%,$106,,$14.58,$91,$36,,,,,,,,,,,,,,,,,,
0570,, LGVTM63,1ra COMUNION ,,,,,,,,,,,,, $ 2.50 ,,,,,$0,,$0.00,$0,$0,,,,,,,,,,,,,,,,,,
0571,10 M, LGVTM64,RETABLO DE LOS 10 MANDAMIENTOS,23 X 12cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$208.62,$33.38,$242.00,50.00%, $ 121.00 ,, $ 9.52 , $ 1.52 , $ 10.08 , $ 21.12 ,2.75%,$384,,$52.98,$331,$276,,,,,,,,,,,,,,,,,,
0572,15PC, LGVTM65,CRISTO NUM. 15 CRUZ MAD. PRIMERA COMUNION,25 X 13,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$225.86,$36.14,$262.00,50.00%, $ 131.00 ,, $ 10.10 , $ 1.62 , $ 10.69 , $ 22.41 ,2.70%,$415,,$57.30,$358,$303,,,,,,,,,,,,,,,,,,
0573,CPC, LGVTM66,CRUZ 1era.COMUNION C/MEDALLON Y CRISTAL DOR.,25.5 X 13.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$208.62,$33.38,$242.00,50.00%, $ 121.00 ,, $ 9.52 , $ 1.52 , $ 10.08 , $ 21.12 ,2.75%,$384,,$52.98,$331,$276,,,,,,,,,,,,,,,,,,
0574,CPC-P, LGVTM67,CRUZ 1era.COMUNION C/MEDALLON Y CRISTAL PLA.,25.5 X 13.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$191.38,$30.62,$222.00,50.00%, $ 111.00 ,, $ 8.94 , $ 1.43 , $ 9.47 , $ 19.84 ,2.81%,$353,,$48.67,$304,$249,,,,,,,,,,,,,,,,,,
0575,15CAD, LGVTM68,CRUZ MADERA CON CALIZ DORADO,24 X 15cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$116.38,$18.62,$135.00,50.00%, $ 67.50 ,, $ 6.42 , $ 1.03 , $ 6.80 , $ 14.24 ,3.29%,$217,,$29.90,$187,$132,,,,,,,,,,,,,,,,,,
0576,15CAP, LGVTM69,CRUZ MADERA CON CALIZ PLATA,24 X 15cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$106.03,$16.97,$123.00,50.00%, $ 61.50 ,, $ 6.07 , $ 0.97 , $ 6.43 , $ 13.47 ,3.40%,$198,,$27.31,$171,$115,,,,,,,,,,,,,,,,,,
0577,C13M, LGVTM70,CRUZ CALIZ IMPERIAL CON MADRA,19.5 X 13 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$86.21,$13.79,$100.00,50.00%, $ 50.00 ,, $ 5.40 , $ 0.86 , $ 5.73 , $ 11.99 ,3.70%,$162,,$22.34,$140,$84,,,,,,,,,,,,,,,,,,
0578,CCM, LGVTM71,CRUZ CALIZ RESACADA EN MADERA C/BASE,12.5 x 7.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$55.17,$8.83,$64.00,50.00%, $ 32.00 ,, $ 4.36 , $ 0.70 , $ 4.62 , $ 9.67 ,4.58%,$106,,$14.58,$91,$36,,,,,,,,,,,,,,,,,,
0579,CCD-B, LGVTM72,CRUZ CALIZ DORADO C/ BASE MADERA,11 X 6.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$46.55,$7.45,$54.00,50.00%, $ 27.00 ,, $ 4.07 , $ 0.65 , $ 4.31 , $ 9.03 ,5.02%,$90,,$12.42,$78,$22,,,,,,,,,,,,,,,,,,
0580,CCP-B, LGVTM73,CRUZ CALIZ PLATA C/BASE MADERA,11 X 6.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$43.97,$7.03,$51.00,50.00%, $ 25.50 ,, $ 3.98 , $ 0.64 , $ 4.22 , $ 8.84 ,5.18%,$85,,$11.77,$74,$18,,,,,,,,,,,,,,,,,,
0581,1RPA, LGVTM74,RETABLO PALOMA DE NIÑA,11 X 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$49.14,$7.86,$57.00,50.00%, $ 28.50 ,, $ 4.15 , $ 0.66 , $ 4.41 , $ 9.22 ,4.87%,$95,,$13.07,$82,$26,,,,,,,,,,,,,,,,,,
0582,1RPO, LGVTM75,RETABLO PALOMA DE NIÑO,11 X 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$49.14,$7.86,$57.00,50.00%, $ 28.50 ,, $ 4.15 , $ 0.66 , $ 4.41 , $ 9.22 ,4.87%,$95,,$13.07,$82,$26,,,,,,,,,,,,,,,,,,
0583,PAA, LGVTM76,CRUZ PALOMITAS NIÑA DORADA,10.5 X 5.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$38.79,$6.21,$45.00,50.00%, $ 22.50 ,, $ 3.81 , $ 0.61 , $ 4.04 , $ 8.45 ,5.56%,$76,,$10.48,$65,$10,,,,,,,,,,,,,,,,,,
0584,PAO, LGVTM77,CRUZ PALOMITAS NIÑO DORADO,10.5 X 5.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$38.79,$6.21,$45.00,50.00%, $ 22.50 ,, $ 3.81 , $ 0.61 , $ 4.04 , $ 8.45 ,5.56%,$76,,$10.48,$65,$10,,,,,,,,,,,,,,,,,,
0585,1PCA, LGVTM78,CRUZ PRIMERA COMUNION NIÑA,10.5 X 5.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$31.03,$4.97,$36.00,65.00%, $ 23.40 ,, $ 3.54 , $ 0.57 , $ 3.87 , $ 7.98 ,5.92%,$67,,$9.29,$58,$3,,,,,,,,,,,,,,,,,,
0586,1PCO, LGVTM79,CRUZ PRIMERA COMUNION NIÑO,10.5 X 5.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$31.03,$4.97,$36.00,65.00%, $ 23.40 ,, $ 3.54 , $ 0.57 , $ 3.87 , $ 7.98 ,5.92%,$67,,$9.29,$58,$3,,,,,,,,,,,,,,,,,,
0587,CA, LGVTM80,CRUZ CALIZ DORADO,10.5 X 5.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$31.03,$4.97,$36.00,65.00%, $ 23.40 ,, $ 3.54 , $ 0.57 , $ 3.87 , $ 7.98 ,5.92%,$67,,$9.29,$58,$3,,,,,,,,,,,,,,,,,,
0588,2PCA, LGVTM81,CRUZ PRIMERA COMUNION NIÑA ESPECIAL,9.5 X 5.2 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$34.48,$5.52,$40.00,50.00%, $ 20.00 ,, $ 3.66 , $ 0.59 , $ 3.88 , $ 8.13 ,5.97%,$68,,$9.40,$59,$4,,,,,,,,,,,,,,,,,,
0589,2PCO, LGVTM82,CRUZ PRIMERA COMUNION NIÑO ESPECIAL,9.5 X 5.2 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$34.48,$5.52,$40.00,50.00%, $ 20.00 ,, $ 3.66 , $ 0.59 , $ 3.88 , $ 8.13 ,5.97%,$68,,$9.40,$59,$4,,,,,,,,,,,,,,,,,,
0590,MO, LGVTM83,CRUZ MANOS ORANDO,10.5 X 5.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$33.62,$5.38,$39.00,50.00%, $ 19.50 ,, $ 3.63 , $ 0.58 , $ 3.85 , $ 8.07 ,6.06%,$67,,$9.18,$57,$2,,,,,,,,,,,,,,,,,,
0591,RJ, LGVTM84,CRUZ ROSTRO DE JESUS,10.5 X 5.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$33.62,$5.38,$39.00,50.00%, $ 19.50 ,, $ 3.63 , $ 0.58 , $ 3.85 , $ 8.07 ,6.06%,$67,,$9.18,$57,$2,,,,,,,,,,,,,,,,,,
0592,MCAD, LGVTM85,MEDALLON CALIZ DORADO,5.3 X 5.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$38.79,$6.21,$45.00,50.00%, $ 22.50 ,, $ 3.81 , $ 0.61 , $ 4.04 , $ 8.45 ,5.56%,$76,,$10.48,$65,$10,,,,,,,,,,,,,,,,,,
0593,MCAP, LGVTM86,MEDALLON CALIZ PLATA,5.3 X 5.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$35.34,$5.66,$41.00,50.00%, $ 20.50 ,, $ 3.69 , $ 0.59 , $ 3.92 , $ 8.19 ,5.88%,$70,,$9.61,$60,$5,,,,,,,,,,,,,,,,,,
0594,, LGVTM87,MATRIMONIO ,,,0,0,0,0,0,$0.00,$0.00,,0.00%, $ -   , $ 2.50 , $ -   , $ -   , $ -   , $ -   ,0.00%,$0,,$0.00,$0,,,,,,,,,,,,,,,,,,
0595,25SCD, LGVTM88,CRUZ SOLERA CORAZONES DORADO,51 X 27.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$431.90,$69.10,$501,50.00%, $ 250.50 ,, $ 17.03 , $ 2.72 , $ 18.03 , $ 37.78 ,2.39%,$789,,$108.87,$680,$625,,,,,,,,,,,,,,,,,,
0596,25SCP, LGVTM89,CRUZ SOLERA CORAZONES PLATA,51 X 27.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$417.24,$66.76,$484,50.00%, $ 242.00 ,, $ 16.54 , $ 2.65 , $ 17.50 , $ 36.69 ,2.41%,$763,,$105.20,$657,$602,,,,,,,,,,,,,,,,,,
0597,25CO-D, LGVTM90,CRUZ MADERA CORAZON DORADO,50.4 X 26.4cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$431.90,$69.10,$501,50.00%, $ 250.50 ,, $ 17.03 , $ 2.72 , $ 18.03 , $ 37.78 ,2.39%,$789,,$108.87,$680,$625,,,,,,,,,,,,,,,,,,
0598,25CO-P, LGVTM91,CRUZ MADERA CORAZON PLATA,50.4 X 26.4cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$410.34,$65.66,$476,50.00%, $ 238.00 ,, $ 16.30 , $ 2.61 , $ 17.26 , $ 36.17 ,2.41%,$750,,$103.47,$647,$592,,,,,,,,,,,,,,,,,,
0599,CSCD, LGVTM92,CRUZ SOLERA CORAZONES DORADA S/CUERPO,40 X 27.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$343.97,$55.03,$399,50.00%, $ 199.50 ,, $ 14.07 , $ 2.25 , $ 14.90 , $ 31.22 ,2.48%,$630,,$86.86,$543,$488,,,,,,,,,,,,,,,,,,
0600,CSCP, LGVTM93,CRUZ SOLERA CORAZONES PLATA S/CUERPO,40 X 27.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$331.03,$52.97,$384,50.00%, $ 192.00 ,, $ 13.64 , $ 2.18 , $ 14.44 , $ 30.25 ,2.50%,$606,,$83.62,$523,$467,,,,,,,,,,,,,,,,,,
0601,CMM, LGVTM94,CRUZ MATRIMONIO MINI COMBINADA C/PIEDRA SW,12.5 X 6 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$57.76,$9.24,$67,50.00%, $ 33.50 ,, $ 4.44 , $ 0.71 , $ 4.71 , $ 9.87 ,4.47%,$110,,$15.22,$95,$40,,,,,,,,,,,,,,,,,,
0602,CMN-D, LGVTM95,CRUZ MATRIMONIO SOLERA GRABADA DORADA,40 X 23 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$382.76,$61.24,$444,50.00%, $ 222.00 ,, $ 15.38 , $ 2.46 , $ 16.28 , $ 34.11 ,2.44%,$700,,$96.57,$604,$548,,,,,,,,,,,,,,,,,,
0603,CMN-P, LGVTM96,CRUZ MATRIMONIO SOLERA GRABADA PLATA,40 X 23 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$382.76,$61.24,$444,50.00%, $ 222.00 ,, $ 15.38 , $ 2.46 , $ 16.28 , $ 34.11 ,2.44%,$700,,$96.57,$604,$548,,,,,,,,,,,,,,,,,,
0604,CMDP, LGVTM97,CRUZ MATRIMONIO DORADA C/PIEDRA SWAROVSK,40 X 22.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$512.93,$82.07,$595,50.00%, $ 297.50 ,, $ 19.76 , $ 3.16 , $ 20.91 , $ 43.82 ,2.34%,$936,,$129.15,$807,$752,,,,,,,,,,,,,,,,,,
0605,CMD, LGVTM98,CRUZ MATRIMONIO DORADA,40 X 22.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$483.62,$77.38,$561,50.00%, $ 280.50 ,, $ 18.77 , $ 3.00 , $ 19.87 , $ 41.64 ,2.36%,$883,,$121.81,$761,$706,,,,,,,,,,,,,,,,,,
0606,CMPP, LGVTM99,CRUZ MATRIMONIO PLATA C/PIEDRA SWAROVSKI,40 X 22.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$511.21,$81.79,$593,50.00%, $ 296.50 ,, $ 19.70 , $ 3.15 , $ 20.85 , $ 43.70 ,2.34%,$933,,$128.72,$804,$749,,,,,,,,,,,,,,,,,,
0607,CMP, LGVTM100,CRUZ MATRIMONIO PLATA,40 X 22.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$483.62,$77.38,$561,50.00%, $ 280.50 ,, $ 18.77 , $ 3.00 , $ 19.87 , $ 41.64 ,2.36%,$883,,$121.81,$761,$706,,,,,,,,,,,,,,,,,,
0608,CMDP-CH, LGVTM101,CRUZ MATRIMONIO DORADO C/PIED.SWAROSV CHO,40 X 22.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$512.93,$82.07,$595,50.00%, $ 297.50 ,, $ 19.76 , $ 3.16 , $ 20.91 , $ 43.82 ,2.34%,$936,,$129.15,$807,$752,,,,,,,,,,,,,,,,,,
0609,CMD-CH, LGVTM102,CRUZ MATRIMONIO DORADA EN CHOCOLATE,40 X 22.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$483.62,$77.38,$561,50.00%, $ 280.50 ,, $ 18.77 , $ 3.00 , $ 19.87 , $ 41.64 ,2.36%,$883,,$121.81,$761,$706,,,,,,,,,,,,,,,,,,
0610,CMPP-CH, LGVTM103,CRUZ MATRIMONIO PLATA C/PIED. SWAROS.CHOCO,40 X 22.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$512.93,$82.07,$595,50.00%, $ 297.50 ,, $ 19.76 , $ 3.16 , $ 20.91 , $ 43.82 ,2.34%,$936,,$129.15,$807,$752,,,,,,,,,,,,,,,,,,
0611,CMP-CH, LGVTM104,CRUZ MATRIMONIO PLATA CHOCOLATE,40 X 22.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$483.62,$77.38,$561,50.00%, $ 280.50 ,, $ 18.77 , $ 3.00 , $ 19.87 , $ 41.64 ,2.36%,$883,,$121.81,$761,$706,,,,,,,,,,,,,,,,,,
0612,CTM-D, LGVTM105,CRUZ TEXTO AMOR P/MATR. DORADA C/MADERA,29.5 X 20.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$348.28,$55.72,$404,50.00%, $ 202.00 ,, $ 14.22 , $ 2.27 , $ 15.05 , $ 31.54 ,2.47%,$638,,$87.94,$550,$494,,,,,,,,,,,,,,,,,,
0613,CTM, LGVTM106,CRUZ TEXTO AMOR P/MATR. PLATA C/MADERA,29.5 X 20.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$331.03,$52.97,$384,50.00%, $ 192.00 ,, $ 13.64 , $ 2.18 , $ 14.44 , $ 30.25 ,2.50%,$606,,$83.62,$523,$467,,,,,,,,,,,,,,,,,,
0614,CMCB, LGVTM107,CRUZ MATRIMONIO CORAZON C/PIEDRA SWA B/M,22.3 X 15 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$162.93,$26.07,$189,50.00%, $ 94.50 ,, $ 7.98 , $ 1.28 , $ 8.46 , $ 17.71 ,2.94%,$301,,$41.55,$260,$204,,,,,,,,,,,,,,,,,,
0615,CMCM, LGVTM108,CRUZ MATRIMONIO CORAZON C/PIEDRA SWAR MAD,20.5 X 15 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$116.38,$18.62,$135,50.00%, $ 67.50 ,, $ 6.42 , $ 1.03 , $ 6.80 , $ 14.24 ,3.29%,$217,,$29.90,$187,$132,,,,,,,,,,,,,,,,,,
0616,CBB-D, LGVTM109,CRUZ BODA DORADA C/BASE MADERA,13.5 X 7.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$101.72,$16.28,$118,50.00%, $ 59.00 ,, $ 5.92 , $ 0.95 , $ 6.28 , $ 13.15 ,3.46%,$190,,$26.23,$164,$109,,,,,,,,,,,,,,,,,,
0617,CBB-P, LGVTM110,CRUZ BODA PLATA C/BASE MADERA,13.5 X 7.5cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$96.55,$15.45,$112,50.00%, $ 56.00 ,, $ 5.75 , $ 0.92 , $ 6.09 , $ 12.76 ,3.53%,$181,,$24.93,$156,$101,,,,,,,,,,,,,,,,,,
0618,CB-D, LGVTM111,CRUZ BODA DORADA C/BASE,12 X 7.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$87.07,$13.93,$101,50.00%, $ 50.50 ,, $ 5.43 , $ 0.87 , $ 5.76 , $ 12.05 ,3.68%,$164,,$22.56,$141,$86,,,,,,,,,,,,,,,,,,
0619,CB-P, LGVTM112,CRUZ BODA PLATA C/BASE,12 X 7.5 cms,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$83.62,$13.38,$97,50.00%, $ 48.50 ,, $ 5.31 , $ 0.85 , $ 5.63 , $ 11.80 ,3.75%,$157,,$21.70,$136,$80,,,,,,,,,,,,,,,,,,
0620,CMADM, LGVTM113,CRUZ MATRI. CON AROS DORADA EN MADERA,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$364.66,$58.34,$423,50.00%, $ 211.50 ,, $ 14.77 , $ 2.36 , $ 15.63 , $ 32.76 ,2.45%,$667,,$92.04,$575,$520,,,,,,,,,,,,,,,,,,
0621,CMAP-B, LGVTM114,CRUZ MATRIMONIO ALUMINO CON BASE,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$273.28,$43.72,$317,50.00%, $ 158.50 ,, $ 11.69 , $ 1.87 , $ 12.38 , $ 25.95 ,2.59%,$501,,$69.16,$432,$377,,,,,,,,,,,,,,,,,,
0622,CMRD, LGVTM115,CRUZ MATRI. AROS DE ROSAS GRANDE DORADA,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$364.66,$58.34,$423,50.00%, $ 211.50 ,, $ 14.77 , $ 2.36 , $ 15.63 , $ 32.76 ,2.45%,$667,,$92.04,$575,$520,,,,,,,,,,,,,,,,,,
0623,CMRP-D, LGVTM116,CRUZ MATRI. ROSAS CHICAS DORADA,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$364.66,$58.34,$423,50.00%, $ 211.50 ,, $ 14.77 , $ 2.36 , $ 15.63 , $ 32.76 ,2.45%,$667,,$92.04,$575,$520,,,,,,,,,,,,,,,,,,
0624,CMCD, LGVTM117,CRUZ MATRI. CADENA DORADO,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$325.86,$52.14,$378,50.00%, $ 189.00 ,, $ 13.46 , $ 2.15 , $ 14.25 , $ 29.87 ,2.50%,$597,,$82.33,$515,$459,,,,,,,,,,,,,,,,,,
0625,CMCP, LGVTM118,CRUZ MATRIMONIO CADENA PLTARA,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$305.17,$48.83,$354,50.00%, $ 177.00 ,, $ 12.77 , $ 2.04 , $ 13.52 , $ 28.32 ,2.53%,$559,,$77.15,$482,$427,,,,,,,,,,,,,,,,,,
0626,CBT-P, LGVTM119,CRUZ BODA TORTOLAS PLATA,,ARTESANIAS ,JORVINA ARTICULOS RELEGIOSOS ,YURECUARO ,33 2184 5609,MARIA ESTHER NAVA ,$363.79,$58.21,$422,50.00%, $ 211.00 ,, $ 14.74 , $ 2.36 , $ 15.60 , $ 32.70 ,2.46%,$666,,$91.82,$574,$519,,,,,,,,,,,,,,,,,,
