sku,nombre,precio,costo,categoria,mpn,proveedor,ubicacion,ancho_cm,alto_cm,detalles
LGVTM356,CRISTO EL SEMBRADOR VERDE,509,277.59,ARTESANIAS,LGVTM356,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40.5,22.5,"{""medidas_original"":""40.5 X 22.5c"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0863"",""precio_compra_con_iva"":322,""iva_compra"":44.41,""porcentaje_a_ganar"":50,""utilidad"":161,""openpay_comision"":11.84,""openpay_iva"":1.89,""comision_tienda_nube"":12.53,""total_comisiones"":26.27,""descuento_pago_transferencia_pct"":5.93,""iva_venta_desglosar"":70.24,""precio_venta_sin_iva"":439,""ganancia_real"":384,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM357,CRISTO EL SEMBRADOR,509,277.59,ARTESANIAS,LGVTM357,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40.5,22.5,"{""medidas_original"":""40.5 X 22.5c"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0864"",""precio_compra_con_iva"":322,""iva_compra"":44.41,""porcentaje_a_ganar"":50,""utilidad"":161,""openpay_comision"":11.84,""openpay_iva"":1.89,""comision_tienda_nube"":12.53,""total_comisiones"":26.27,""descuento_pago_transferencia_pct"":5.93,""iva_venta_desglosar"":70.24,""precio_venta_sin_iva"":439,""ganancia_real"":384,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM358,CRUZ ELEGANZA ESPECIAL DORADA,464,252.59,ARTESANIAS,LGVTM358,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,20.5,13.5,"{""medidas_original"":""20.5 X 13.5c"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0865"",""precio_compra_con_iva"":293,""iva_compra"":40.41,""porcentaje_a_ganar"":50,""utilidad"":146.5,""openpay_comision"":11,""openpay_iva"":1.76,""comision_tienda_nube"":11.65,""total_comisiones"":24.4,""descuento_pago_transferencia_pct"":5.51,""iva_venta_desglosar"":63.99,""precio_venta_sin_iva"":400,""ganancia_real"":345,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM359,CRUZ ELEGANZA ESPECIAL PLATA,431,234.48,ARTESANIAS,LGVTM359,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,20.5,13.5,"{""medidas_original"":""20.5 X 13.5c"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0866"",""precio_compra_con_iva"":272,""iva_compra"":37.52,""porcentaje_a_ganar"":50,""utilidad"":136,""openpay_comision"":10.39,""openpay_iva"":1.66,""comision_tienda_nube"":11,""total_comisiones"":23.05,""descuento_pago_transferencia_pct"":5.2,""iva_venta_desglosar"":59.46,""precio_venta_sin_iva"":372,""ganancia_real"":316,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM360,CRUZ JESUS MADERA RESACADA,408,221.55,ARTESANIAS,LGVTM360,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,37.7,29,"{""medidas_original"":""37.7 X 29 cm"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0867"",""precio_compra_con_iva"":257,""iva_compra"":35.45,""porcentaje_a_ganar"":50,""utilidad"":128.5,""openpay_comision"":9.95,""openpay_iva"":1.59,""comision_tienda_nube"":10.54,""total_comisiones"":22.09,""descuento_pago_transferencia_pct"":4.99,""iva_venta_desglosar"":56.22,""precio_venta_sin_iva"":351,""ganancia_real"":296,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM361,CRUZ DE JESUS RESACADA EN CHOCOLATE,411,223.28,ARTESANIAS,LGVTM361,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,37.7,29,"{""medidas_original"":""37.7 X 29 cm"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0868"",""precio_compra_con_iva"":259,""iva_compra"":35.72,""porcentaje_a_ganar"":50,""utilidad"":129.5,""openpay_comision"":10.01,""openpay_iva"":1.6,""comision_tienda_nube"":10.6,""total_comisiones"":22.22,""descuento_pago_transferencia_pct"":5.02,""iva_venta_desglosar"":56.65,""precio_venta_sin_iva"":354,""ganancia_real"":299,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM362,CRISTO REY INCRUSTACION EN MAD. CHOCOLAT,353,191.38,ARTESANIAS,LGVTM362,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,35,19,"{""medidas_original"":""35 X 19 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0869"",""precio_compra_con_iva"":222,""iva_compra"":30.62,""porcentaje_a_ganar"":50,""utilidad"":111,""openpay_comision"":8.94,""openpay_iva"":1.43,""comision_tienda_nube"":9.47,""total_comisiones"":19.84,""descuento_pago_transferencia_pct"":4.48,""iva_venta_desglosar"":48.67,""precio_venta_sin_iva"":304,""ganancia_real"":249,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM363,CRISTO REY INCRUSTACION EN MADERA,326,176.72,ARTESANIAS,LGVTM363,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,35,19,"{""medidas_original"":""35 X 19 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0870"",""precio_compra_con_iva"":205,""iva_compra"":28.28,""porcentaje_a_ganar"":50,""utilidad"":102.5,""openpay_comision"":8.45,""openpay_iva"":1.35,""comision_tienda_nube"":8.95,""total_comisiones"":18.74,""descuento_pago_transferencia_pct"":4.23,""iva_venta_desglosar"":45,""precio_venta_sin_iva"":281,""ganancia_real"":226,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM364,CRUZ SANTICIMA TRINIDAD  CON MADERA,198,106.03,ARTESANIAS,LGVTM364,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,18.3,14,"{""medidas_original"":""18.3 X 14cm"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0871"",""precio_compra_con_iva"":123,""iva_compra"":16.97,""porcentaje_a_ganar"":50,""utilidad"":61.5,""openpay_comision"":6.07,""openpay_iva"":0.97,""comision_tienda_nube"":6.43,""total_comisiones"":13.47,""descuento_pago_transferencia_pct"":3.04,""iva_venta_desglosar"":27.31,""precio_venta_sin_iva"":171,""ganancia_real"":115,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM365,CRUZ GRABADA ORNAMENTAL MOD. 1,630,343.97,ARTESANIAS,LGVTM365,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,24,"{""medidas_original"":""40 X 24 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0872"",""precio_compra_con_iva"":399,""iva_compra"":55.03,""porcentaje_a_ganar"":50,""utilidad"":199.5,""openpay_comision"":14.07,""openpay_iva"":2.25,""comision_tienda_nube"":14.9,""total_comisiones"":31.22,""descuento_pago_transferencia_pct"":7.05,""iva_venta_desglosar"":86.86,""precio_venta_sin_iva"":543,""ganancia_real"":488,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM366,CRUZ GRABADA ORNAMENTAL,630,343.97,ARTESANIAS,LGVTM366,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,45,23,"{""medidas_original"":""45 X 23 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0873"",""precio_compra_con_iva"":399,""iva_compra"":55.03,""porcentaje_a_ganar"":50,""utilidad"":199.5,""openpay_comision"":14.07,""openpay_iva"":2.25,""comision_tienda_nube"":14.9,""total_comisiones"":31.22,""descuento_pago_transferencia_pct"":7.05,""iva_venta_desglosar"":86.86,""precio_venta_sin_iva"":543,""ganancia_real"":488,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM367,CRUZ # 25 MADERA C/METAL PARA COLGAR,769,420.69,ARTESANIAS,LGVTM367,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,30,19.5,"{""medidas_original"":""30 X 19.5 cm"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0874"",""precio_compra_con_iva"":488,""iva_compra"":67.31,""porcentaje_a_ganar"":50,""utilidad"":244,""openpay_comision"":16.65,""openpay_iva"":2.66,""comision_tienda_nube"":17.63,""total_comisiones"":36.94,""descuento_pago_transferencia_pct"":8.34,""iva_venta_desglosar"":106.06,""precio_venta_sin_iva"":663,""ganancia_real"":608,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM368,CRUZ MOD.101 SOLERA GRABADA DOR.MAD/CHO,339,183.62,ARTESANIAS,LGVTM368,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33.5,17.5,"{""medidas_original"":""33.5 X 17.5c"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0875"",""precio_compra_con_iva"":213,""iva_compra"":29.38,""porcentaje_a_ganar"":50,""utilidad"":106.5,""openpay_comision"":8.68,""openpay_iva"":1.39,""comision_tienda_nube"":9.19,""total_comisiones"":19.26,""descuento_pago_transferencia_pct"":4.35,""iva_venta_desglosar"":46.73,""precio_venta_sin_iva"":292,""ganancia_real"":237,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM369,CRUZ MOD.101 SOLERA GRABADA PLA.MAD/CHO,339,183.62,ARTESANIAS,LGVTM369,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33.5,17.5,"{""medidas_original"":""33.5 X 17.5c"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0876"",""precio_compra_con_iva"":213,""iva_compra"":29.38,""porcentaje_a_ganar"":50,""utilidad"":106.5,""openpay_comision"":8.68,""openpay_iva"":1.39,""comision_tienda_nube"":9.19,""total_comisiones"":19.26,""descuento_pago_transferencia_pct"":4.35,""iva_venta_desglosar"":46.73,""precio_venta_sin_iva"":292,""ganancia_real"":237,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM370,CRUZ MOD.101 SOLERA GRABADA DOR.MAD. NAT,339,183.62,ARTESANIAS,LGVTM370,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33.5,17.5,"{""medidas_original"":""33.5 X 17.5c"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0877"",""precio_compra_con_iva"":213,""iva_compra"":29.38,""porcentaje_a_ganar"":50,""utilidad"":106.5,""openpay_comision"":8.68,""openpay_iva"":1.39,""comision_tienda_nube"":9.19,""total_comisiones"":19.26,""descuento_pago_transferencia_pct"":4.35,""iva_venta_desglosar"":46.73,""precio_venta_sin_iva"":292,""ganancia_real"":237,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM371,CRUZ MOD.101 SOLERA GRABADA PLA.MAD. NAT,339,183.62,ARTESANIAS,LGVTM371,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33.5,17.5,"{""medidas_original"":""33.5 X 17.5c"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0878"",""precio_compra_con_iva"":213,""iva_compra"":29.38,""porcentaje_a_ganar"":50,""utilidad"":106.5,""openpay_comision"":8.68,""openpay_iva"":1.39,""comision_tienda_nube"":9.19,""total_comisiones"":19.26,""descuento_pago_transferencia_pct"":4.35,""iva_venta_desglosar"":46.73,""precio_venta_sin_iva"":292,""ganancia_real"":237,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM372,CRISTO # 10 DORADO SOLERA EN MAD. CHOCOL,359,194.83,ARTESANIAS,LGVTM372,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33,17.5,"{""medidas_original"":""33 X 17.5cm"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0879"",""precio_compra_con_iva"":226,""iva_compra"":31.17,""porcentaje_a_ganar"":50,""utilidad"":113,""openpay_comision"":9.05,""openpay_iva"":1.45,""comision_tienda_nube"":9.59,""total_comisiones"":20.09,""descuento_pago_transferencia_pct"":4.54,""iva_venta_desglosar"":49.53,""precio_venta_sin_iva"":310,""ganancia_real"":254,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM373,CRISTO # 10 DORADO SOLERA EN MAD. NATURAL,359,194.83,ARTESANIAS,LGVTM373,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33,17.5,"{""medidas_original"":""33 X 17.5cm"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0880"",""precio_compra_con_iva"":226,""iva_compra"":31.17,""porcentaje_a_ganar"":50,""utilidad"":113,""openpay_comision"":9.05,""openpay_iva"":1.45,""comision_tienda_nube"":9.59,""total_comisiones"":20.09,""descuento_pago_transferencia_pct"":4.54,""iva_venta_desglosar"":49.53,""precio_venta_sin_iva"":310,""ganancia_real"":254,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM374,CRISTO # 10 DORADO SOLERA EN MAD. CHOCOL,359,194.83,ARTESANIAS,LGVTM374,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33,17.5,"{""medidas_original"":""33 X 17.5cm"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0881"",""precio_compra_con_iva"":226,""iva_compra"":31.17,""porcentaje_a_ganar"":50,""utilidad"":113,""openpay_comision"":9.05,""openpay_iva"":1.45,""comision_tienda_nube"":9.59,""total_comisiones"":20.09,""descuento_pago_transferencia_pct"":4.54,""iva_venta_desglosar"":49.53,""precio_venta_sin_iva"":310,""ganancia_real"":254,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM375,CRISTO # 10 DORADO SOLERA EN MAD. NATURAL,359,194.83,ARTESANIAS,LGVTM375,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,33,17.5,"{""medidas_original"":""33 X 17.5cm"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0882"",""precio_compra_con_iva"":226,""iva_compra"":31.17,""porcentaje_a_ganar"":50,""utilidad"":113,""openpay_comision"":9.05,""openpay_iva"":1.45,""comision_tienda_nube"":9.59,""total_comisiones"":20.09,""descuento_pago_transferencia_pct"":4.54,""iva_venta_desglosar"":49.53,""precio_venta_sin_iva"":310,""ganancia_real"":254,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM376,CRISTO # 25 HEXAGONAL ESPEJO  C/MADERA,866,474.14,ARTESANIAS,LGVTM376,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,49.5,25,"{""medidas_original"":""49.5 X 25 cm"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0883"",""precio_compra_con_iva"":550,""iva_compra"":75.86,""porcentaje_a_ganar"":50,""utilidad"":275,""openpay_comision"":18.45,""openpay_iva"":2.95,""comision_tienda_nube"":19.53,""total_comisiones"":40.93,""descuento_pago_transferencia_pct"":9.24,""iva_venta_desglosar"":119.44,""precio_venta_sin_iva"":746,""ganancia_real"":691,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM377,CRISTO # 25 HEXAGONAL RAYADO MAD. NATURAL,799,437.07,ARTESANIAS,LGVTM377,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,49.5,25,"{""medidas_original"":""49.5 X 25 cm"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0884"",""precio_compra_con_iva"":507,""iva_compra"":69.93,""porcentaje_a_ganar"":50,""utilidad"":253.5,""openpay_comision"":17.2,""openpay_iva"":2.75,""comision_tienda_nube"":18.21,""total_comisiones"":38.16,""descuento_pago_transferencia_pct"":8.62,""iva_venta_desglosar"":110.16,""precio_venta_sin_iva"":689,""ganancia_real"":633,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM378,CRISTO # 25 HEXAGONAL LISO MADERA NATURAL,824,450.86,ARTESANIAS,LGVTM378,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,49.5,25,"{""medidas_original"":""49.5 X 25 cm"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0885"",""precio_compra_con_iva"":523,""iva_compra"":72.14,""porcentaje_a_ganar"":50,""utilidad"":261.5,""openpay_comision"":17.67,""openpay_iva"":2.83,""comision_tienda_nube"":18.7,""total_comisiones"":39.19,""descuento_pago_transferencia_pct"":8.85,""iva_venta_desglosar"":113.61,""precio_venta_sin_iva"":710,""ganancia_real"":655,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM379,CRISTO # 22 HEXAGONAL PLATA CON MADERA,769,420.69,ARTESANIAS,LGVTM379,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,45,22,"{""medidas_original"":""45 X 22 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0886"",""precio_compra_con_iva"":488,""iva_compra"":67.31,""porcentaje_a_ganar"":50,""utilidad"":244,""openpay_comision"":16.65,""openpay_iva"":2.66,""comision_tienda_nube"":17.63,""total_comisiones"":36.94,""descuento_pago_transferencia_pct"":8.34,""iva_venta_desglosar"":106.06,""precio_venta_sin_iva"":663,""ganancia_real"":608,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM380,CRISTO # 25 ESPECIAL MADERA,824,450.86,ARTESANIAS,LGVTM380,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,49.5,25,"{""medidas_original"":""49.5 X 25 cm"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0887"",""precio_compra_con_iva"":523,""iva_compra"":72.14,""porcentaje_a_ganar"":50,""utilidad"":261.5,""openpay_comision"":17.67,""openpay_iva"":2.83,""comision_tienda_nube"":18.7,""total_comisiones"":39.19,""descuento_pago_transferencia_pct"":8.85,""iva_venta_desglosar"":113.61,""precio_venta_sin_iva"":710,""ganancia_real"":655,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM381,CRISTO # 18 HEXAGONAL LISO MADERA CHOCO.,480,261.21,ARTESANIAS,LGVTM381,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,20,"{""medidas_original"":""40 X 20 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0888"",""precio_compra_con_iva"":303,""iva_compra"":41.79,""porcentaje_a_ganar"":50,""utilidad"":151.5,""openpay_comision"":11.29,""openpay_iva"":1.81,""comision_tienda_nube"":11.95,""total_comisiones"":25.04,""descuento_pago_transferencia_pct"":5.66,""iva_venta_desglosar"":66.14,""precio_venta_sin_iva"":413,""ganancia_real"":358,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM382,CRISTO # 18 HEXAGONAL LISO MADERA NATURAL,470,256.03,ARTESANIAS,LGVTM382,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,40,20,"{""medidas_original"":""40 X 20 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0889"",""precio_compra_con_iva"":297,""iva_compra"":40.97,""porcentaje_a_ganar"":50,""utilidad"":148.5,""openpay_comision"":11.11,""openpay_iva"":1.78,""comision_tienda_nube"":11.77,""total_comisiones"":24.66,""descuento_pago_transferencia_pct"":5.57,""iva_venta_desglosar"":64.85,""precio_venta_sin_iva"":405,""ganancia_real"":350,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM383,CRISTO # 16 DORADO ELEGANZA,389,211.21,ARTESANIAS,LGVTM383,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,29,14,"{""medidas_original"":""29 X 14 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0890"",""precio_compra_con_iva"":245,""iva_compra"":33.79,""porcentaje_a_ganar"":50,""utilidad"":122.5,""openpay_comision"":9.61,""openpay_iva"":1.54,""comision_tienda_nube"":10.17,""total_comisiones"":21.31,""descuento_pago_transferencia_pct"":4.81,""iva_venta_desglosar"":53.63,""precio_venta_sin_iva"":335,""ganancia_real"":280,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM384,CRISTO # 16 PLATA  ELEGANZA,389,211.21,ARTESANIAS,LGVTM384,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,29,14,"{""medidas_original"":""29 X 14 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0891"",""precio_compra_con_iva"":245,""iva_compra"":33.79,""porcentaje_a_ganar"":50,""utilidad"":122.5,""openpay_comision"":9.61,""openpay_iva"":1.54,""comision_tienda_nube"":10.17,""total_comisiones"":21.31,""descuento_pago_transferencia_pct"":4.81,""iva_venta_desglosar"":53.63,""precio_venta_sin_iva"":335,""ganancia_real"":280,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM385,CRISTO NUM 45 CRUZ MADERA,1244,682.76,ARTESANIAS,LGVTM385,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,56,23,"{""medidas_original"":""56 X 23 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0892"",""precio_compra_con_iva"":792,""iva_compra"":109.24,""porcentaje_a_ganar"":50,""utilidad"":396,""openpay_comision"":25.47,""openpay_iva"":4.07,""comision_tienda_nube"":26.95,""total_comisiones"":56.49,""descuento_pago_transferencia_pct"":12.76,""iva_venta_desglosar"":171.65,""precio_venta_sin_iva"":1073,""ganancia_real"":1018,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM386,CRUZ JESUS RESUCITADO GRANDE PLATA,1429,784.48,ARTESANIAS,LGVTM386,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,60,32,"{""medidas_original"":""60 X 32 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0893"",""precio_compra_con_iva"":910,""iva_compra"":125.52,""porcentaje_a_ganar"":50,""utilidad"":455,""openpay_comision"":28.89,""openpay_iva"":4.62,""comision_tienda_nube"":30.57,""total_comisiones"":64.08,""descuento_pago_transferencia_pct"":14.47,""iva_venta_desglosar"":197.11,""precio_venta_sin_iva"":1232,""ganancia_real"":1177,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM387,CRUZ JESUS RESUCITADO GRANDE DORADO,1429,784.48,ARTESANIAS,LGVTM387,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,60,32,"{""medidas_original"":""60 X 32 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0894"",""precio_compra_con_iva"":910,""iva_compra"":125.52,""porcentaje_a_ganar"":50,""utilidad"":455,""openpay_comision"":28.89,""openpay_iva"":4.62,""comision_tienda_nube"":30.57,""total_comisiones"":64.08,""descuento_pago_transferencia_pct"":14.47,""iva_venta_desglosar"":197.11,""precio_venta_sin_iva"":1232,""ganancia_real"":1177,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM388,CRISTO PASTORAL # 45 EN MADERA,1429,784.48,ARTESANIAS,LGVTM388,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,67,24,"{""medidas_original"":""67 X 24 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0895"",""precio_compra_con_iva"":910,""iva_compra"":125.52,""porcentaje_a_ganar"":50,""utilidad"":455,""openpay_comision"":28.89,""openpay_iva"":4.62,""comision_tienda_nube"":30.57,""total_comisiones"":64.08,""descuento_pago_transferencia_pct"":14.47,""iva_venta_desglosar"":197.11,""precio_venta_sin_iva"":1232,""ganancia_real"":1177,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM389,CRUZ RESACADA CON CUERPO 3/8  DORADA,561,306.03,ARTESANIAS,LGVTM389,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,38,22,"{""medidas_original"":""38 X 22 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0896"",""precio_compra_con_iva"":355,""iva_compra"":48.97,""porcentaje_a_ganar"":50,""utilidad"":177.5,""openpay_comision"":12.8,""openpay_iva"":2.05,""comision_tienda_nube"":13.55,""total_comisiones"":28.39,""descuento_pago_transferencia_pct"":6.41,""iva_venta_desglosar"":77.36,""precio_venta_sin_iva"":484,""ganancia_real"":428,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
LGVTM390,CRUZ RESACADA CON CUERPO 3/8 PLATA,534,291.38,ARTESANIAS,LGVTM390,JORVINA ARTICULOS RELEGIOSOS,YURECUARO,38,22,"{""medidas_original"":""38 X 22 cms"",""proveedor_contacto"":""MARIA ESTHER NAVA"",""proveedor_telefono"":""33 2184 5609"",""financiero_2023"":{""numero_control"":""0897"",""precio_compra_con_iva"":338,""iva_compra"":46.62,""porcentaje_a_ganar"":50,""utilidad"":169,""openpay_comision"":12.3,""openpay_iva"":1.97,""comision_tienda_nube"":13.03,""total_comisiones"":27.3,""descuento_pago_transferencia_pct"":6.16,""iva_venta_desglosar"":73.7,""precio_venta_sin_iva"":461,""ganancia_real"":405,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
