sku,nombre,precio,costo,categoria,mpn,proveedor,ubicacion,ancho_cm,alto_cm,detalles
CLACA1,LICORERA REDONDA CHICA CON ASAS (17.5x16.5),1756,1068.97,ARTESANIAS,CLACA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""430 107 2674"",""financiero_2023"":{""numero_control"":""0256"",""precio_compra_con_iva"":1240,""iva_compra"":171.03,""porcentaje_a_ganar"":35,""utilidad"":434,""openpay_comision"":38.46,""openpay_iva"":6.15,""comision_tienda_nube"":36.97,""total_comisiones"":81.59,""descuento_pago_transferencia_pct"":2.32,""iva_venta_desglosar"":242.15,""precio_venta_sin_iva"":1513,""ganancia_real"":444,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CLTCA1,LICORERA TRIANGULAR CHICA (19.5x19.5),1953,1189.66,ARTESANIAS,CLTCA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""431 107 2674"",""financiero_2023"":{""numero_control"":""0257"",""precio_compra_con_iva"":1380,""iva_compra"":190.34,""porcentaje_a_ganar"":35,""utilidad"":483,""openpay_comision"":42.52,""openpay_iva"":6.8,""comision_tienda_nube"":40.85,""total_comisiones"":90.17,""descuento_pago_transferencia_pct"":2.31,""iva_venta_desglosar"":269.4,""precio_venta_sin_iva"":1684,""ganancia_real"":494,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMACB1,MACETA # 10 (25x27),4726,2883.62,ARTESANIAS,CMACB1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""432 107 2674"",""financiero_2023"":{""numero_control"":""0258"",""precio_compra_con_iva"":3345,""iva_compra"":461.38,""porcentaje_a_ganar"":35,""utilidad"":1170.75,""openpay_comision"":99.51,""openpay_iva"":15.92,""comision_tienda_nube"":95.22,""total_comisiones"":210.65,""descuento_pago_transferencia_pct"":2.23,""iva_venta_desglosar"":651.92,""precio_venta_sin_iva"":4074,""ganancia_real"":1191,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMACE1,MACETA # 4 (10x8.5),471,284.48,ARTESANIAS,CMACE1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""433 107 2674"",""financiero_2023"":{""numero_control"":""0259"",""precio_compra_con_iva"":330,""iva_compra"":45.52,""porcentaje_a_ganar"":35,""utilidad"":115.5,""openpay_comision"":12.07,""openpay_iva"":1.93,""comision_tienda_nube"":11.79,""total_comisiones"":25.79,""descuento_pago_transferencia_pct"":2.74,""iva_venta_desglosar"":65.01,""precio_venta_sin_iva"":406,""ganancia_real"":122,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMACF1,MACETA # 6 (15.5x16.5),1593,969.83,ARTESANIAS,CMACF1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""434 107 2674"",""financiero_2023"":{""numero_control"":""0260"",""precio_compra_con_iva"":1125,""iva_compra"":155.17,""porcentaje_a_ganar"":35,""utilidad"":393.75,""openpay_comision"":35.13,""openpay_iva"":5.62,""comision_tienda_nube"":33.79,""total_comisiones"":74.53,""descuento_pago_transferencia_pct"":2.34,""iva_venta_desglosar"":219.76,""precio_venta_sin_iva"":1374,""ganancia_real"":404,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMACG1,MACETA # 7 (18.5x19.5),2024,1232.76,ARTESANIAS,CMACG1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""435 107 2674"",""financiero_2023"":{""numero_control"":""0261"",""precio_compra_con_iva"":1430,""iva_compra"":197.24,""porcentaje_a_ganar"":35,""utilidad"":500.5,""openpay_comision"":43.97,""openpay_iva"":7.04,""comision_tienda_nube"":42.23,""total_comisiones"":93.24,""descuento_pago_transferencia_pct"":2.3,""iva_venta_desglosar"":279.14,""precio_venta_sin_iva"":1745,""ganancia_real"":512,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMCCA1,MACETA CUADRADA CHICA (12x7.5),507,306.03,ARTESANIAS,CMCCA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""436 107 2674"",""financiero_2023"":{""numero_control"":""0262"",""precio_compra_con_iva"":355,""iva_compra"":48.97,""porcentaje_a_ganar"":35,""utilidad"":124.25,""openpay_comision"":12.8,""openpay_iva"":2.05,""comision_tienda_nube"":12.48,""total_comisiones"":27.32,""descuento_pago_transferencia_pct"":2.7,""iva_venta_desglosar"":69.87,""precio_venta_sin_iva"":437,""ganancia_real"":131,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMCGA1,MACETA CUADRADA GRANDE (21x14.5),2101,1280.17,ARTESANIAS,CMCGA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""437 107 2674"",""financiero_2023"":{""numero_control"":""0263"",""precio_compra_con_iva"":1485,""iva_compra"":204.83,""porcentaje_a_ganar"":35,""utilidad"":519.75,""openpay_comision"":45.57,""openpay_iva"":7.29,""comision_tienda_nube"":43.75,""total_comisiones"":96.61,""descuento_pago_transferencia_pct"":2.3,""iva_venta_desglosar"":289.84,""precio_venta_sin_iva"":1812,""ganancia_real"":531,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMCMA1,MACETA CUADRADA MEDIANA (11.5x14.5),1092,663.79,ARTESANIAS,CMCMA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""438 107 2674"",""financiero_2023"":{""numero_control"":""0264"",""precio_compra_con_iva"":770,""iva_compra"":106.21,""porcentaje_a_ganar"":35,""utilidad"":269.5,""openpay_comision"":24.83,""openpay_iva"":3.97,""comision_tienda_nube"":23.97,""total_comisiones"":52.77,""descuento_pago_transferencia_pct"":2.42,""iva_venta_desglosar"":150.66,""precio_venta_sin_iva"":942,""ganancia_real"":278,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMVIA1,MACETA VIOLETERA (11x12.5),916,556.03,ARTESANIAS,CMVIA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""439 107 2674"",""financiero_2023"":{""numero_control"":""0265"",""precio_compra_con_iva"":645,""iva_compra"":88.97,""porcentaje_a_ganar"":35,""utilidad"":225.75,""openpay_comision"":21.21,""openpay_iva"":3.39,""comision_tienda_nube"":20.51,""total_comisiones"":45.1,""descuento_pago_transferencia_pct"":2.46,""iva_venta_desglosar"":126.32,""precio_venta_sin_iva"":790,""ganancia_real"":233,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMTQA1,MANTEQUILLERA RECTANGULAR (17.5x7x6),507,306.03,ARTESANIAS,CMTQA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""440 107 2674"",""financiero_2023"":{""numero_control"":""0266"",""precio_compra_con_iva"":355,""iva_compra"":48.97,""porcentaje_a_ganar"":35,""utilidad"":124.25,""openpay_comision"":12.8,""openpay_iva"":2.05,""comision_tienda_nube"":12.48,""total_comisiones"":27.32,""descuento_pago_transferencia_pct"":2.7,""iva_venta_desglosar"":69.87,""precio_venta_sin_iva"":437,""ganancia_real"":131,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMIEA1,MIELERA (13.5x9.5),739,448.28,ARTESANIAS,CMIEA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""441 107 2674"",""financiero_2023"":{""numero_control"":""0267"",""precio_compra_con_iva"":520,""iva_compra"":71.72,""porcentaje_a_ganar"":35,""utilidad"":182,""openpay_comision"":17.58,""openpay_iva"":2.81,""comision_tienda_nube"":17.05,""total_comisiones"":37.44,""descuento_pago_transferencia_pct"":2.53,""iva_venta_desglosar"":101.99,""precio_venta_sin_iva"":637,""ganancia_real"":189,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMSGA1,MOLCAJETE SANTA MARIA GRANDE (11.5x18.5),1297,788.79,ARTESANIAS,CMSGA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""442 107 2674"",""financiero_2023"":{""numero_control"":""0268"",""precio_compra_con_iva"":915,""iva_compra"":126.21,""porcentaje_a_ganar"":35,""utilidad"":320.25,""openpay_comision"":29.04,""openpay_iva"":4.65,""comision_tienda_nube"":27.98,""total_comisiones"":61.66,""descuento_pago_transferencia_pct"":2.38,""iva_venta_desglosar"":178.88,""precio_venta_sin_iva"":1118,""ganancia_real"":329,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMSCA1,MOLCAJETE SANTA MARIA CHICO (6x11),528,318.97,ARTESANIAS,CMSCA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""443 107 2674"",""financiero_2023"":{""numero_control"":""0269"",""precio_compra_con_iva"":370,""iva_compra"":51.03,""porcentaje_a_ganar"":35,""utilidad"":129.5,""openpay_comision"":13.23,""openpay_iva"":2.12,""comision_tienda_nube"":12.9,""total_comisiones"":28.24,""descuento_pago_transferencia_pct"":2.68,""iva_venta_desglosar"":72.79,""precio_venta_sin_iva"":455,""ganancia_real"":136,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CMSMA1,MOLCAJETE SANTA MARIA MEDIANO (10.5x16.5),1043,633.62,ARTESANIAS,CMSMA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""444 107 2674"",""financiero_2023"":{""numero_control"":""0270"",""precio_compra_con_iva"":735,""iva_compra"":101.38,""porcentaje_a_ganar"":35,""utilidad"":257.25,""openpay_comision"":23.82,""openpay_iva"":3.81,""comision_tienda_nube"":23,""total_comisiones"":50.62,""descuento_pago_transferencia_pct"":2.43,""iva_venta_desglosar"":143.84,""precio_venta_sin_iva"":899,""ganancia_real"":265,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPBOA1,PAYASO BOLITAS (30x9),1346,818.97,ARTESANIAS,CPBOA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""445 107 2674"",""financiero_2023"":{""numero_control"":""0271"",""precio_compra_con_iva"":950,""iva_compra"":131.03,""porcentaje_a_ganar"":35,""utilidad"":332.5,""openpay_comision"":30.05,""openpay_iva"":4.81,""comision_tienda_nube"":28.95,""total_comisiones"":63.81,""descuento_pago_transferencia_pct"":2.37,""iva_venta_desglosar"":185.7,""precio_venta_sin_iva"":1161,""ganancia_real"":342,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPBLA1,PAYASO BOLITAS LARGO (50x8),1565,952.59,ARTESANIAS,CPBLA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""446 107 2674"",""financiero_2023"":{""numero_control"":""0272"",""precio_compra_con_iva"":1105,""iva_compra"":152.41,""porcentaje_a_ganar"":35,""utilidad"":386.75,""openpay_comision"":34.55,""openpay_iva"":5.53,""comision_tienda_nube"":33.24,""total_comisiones"":73.31,""descuento_pago_transferencia_pct"":2.34,""iva_venta_desglosar"":215.87,""precio_venta_sin_iva"":1349,""ganancia_real"":397,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPGOA1,PAYASO GORDO (17x17),1297,788.79,ARTESANIAS,CPGOA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""447 107 2674"",""financiero_2023"":{""numero_control"":""0273"",""precio_compra_con_iva"":915,""iva_compra"":126.21,""porcentaje_a_ganar"":35,""utilidad"":320.25,""openpay_comision"":29.04,""openpay_iva"":4.65,""comision_tienda_nube"":27.98,""total_comisiones"":61.66,""descuento_pago_transferencia_pct"":2.38,""iva_venta_desglosar"":178.88,""precio_venta_sin_iva"":1118,""ganancia_real"":329,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPKIA1,PAYASO KIM (25.5x8),1297,788.79,ARTESANIAS,CPKIA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""448 107 2674"",""financiero_2023"":{""numero_control"":""0274"",""precio_compra_con_iva"":915,""iva_compra"":126.21,""porcentaje_a_ganar"":35,""utilidad"":320.25,""openpay_comision"":29.04,""openpay_iva"":4.65,""comision_tienda_nube"":27.98,""total_comisiones"":61.66,""descuento_pago_transferencia_pct"":2.38,""iva_venta_desglosar"":178.88,""precio_venta_sin_iva"":1118,""ganancia_real"":329,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPSHA1,PAYASO SHORT (23.5x8),1297,788.79,ARTESANIAS,CPSHA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""449 107 2674"",""financiero_2023"":{""numero_control"":""0275"",""precio_compra_con_iva"":915,""iva_compra"":126.21,""porcentaje_a_ganar"":35,""utilidad"":320.25,""openpay_comision"":29.04,""openpay_iva"":4.65,""comision_tienda_nube"":27.98,""total_comisiones"":61.66,""descuento_pago_transferencia_pct"":2.38,""iva_venta_desglosar"":178.88,""precio_venta_sin_iva"":1118,""ganancia_real"":329,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPCHA1,PIMIENTERO CHICO (3.5x3),217,129.31,ARTESANIAS,CPCHA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""450 107 2674"",""financiero_2023"":{""numero_control"":""0276"",""precio_compra_con_iva"":150,""iva_compra"":20.69,""porcentaje_a_ganar"":35,""utilidad"":52.5,""openpay_comision"":6.85,""openpay_iva"":1.1,""comision_tienda_nube"":6.81,""total_comisiones"":14.75,""descuento_pago_transferencia_pct"":3.4,""iva_venta_desglosar"":29.97,""precio_venta_sin_iva"":187,""ganancia_real"":58,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPCUA1,PIMIENTERO CUADRADO (8x3),274,163.79,ARTESANIAS,CPCUA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""451 107 2674"",""financiero_2023"":{""numero_control"":""0277"",""precio_compra_con_iva"":190,""iva_compra"":26.21,""porcentaje_a_ganar"":35,""utilidad"":66.5,""openpay_comision"":8.01,""openpay_iva"":1.28,""comision_tienda_nube"":7.92,""total_comisiones"":17.21,""descuento_pago_transferencia_pct"":3.14,""iva_venta_desglosar"":37.75,""precio_venta_sin_iva"":236,""ganancia_real"":72,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPGRA1,PIMIENTERO GRANDE (6.5x4.5),238,142.24,ARTESANIAS,CPGRA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""452 107 2674"",""financiero_2023"":{""numero_control"":""0278"",""precio_compra_con_iva"":165,""iva_compra"":22.76,""porcentaje_a_ganar"":35,""utilidad"":57.75,""openpay_comision"":7.29,""openpay_iva"":1.17,""comision_tienda_nube"":7.22,""total_comisiones"":15.67,""descuento_pago_transferencia_pct"":3.29,""iva_venta_desglosar"":32.89,""precio_venta_sin_iva"":206,""ganancia_real"":63,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPBAA1,PLATO BASE (28),1417,862.07,ARTESANIAS,CPBAA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""453 107 2674"",""financiero_2023"":{""numero_control"":""0279"",""precio_compra_con_iva"":1000,""iva_compra"":137.93,""porcentaje_a_ganar"":35,""utilidad"":350,""openpay_comision"":31.5,""openpay_iva"":5.04,""comision_tienda_nube"":30.33,""total_comisiones"":66.87,""descuento_pago_transferencia_pct"":2.36,""iva_venta_desglosar"":195.43,""precio_venta_sin_iva"":1221,""ganancia_real"":359,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPSOA1,PLATO CONSOME (6x12.5),648,392.24,ARTESANIAS,CPSOA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""454 107 2674"",""financiero_2023"":{""numero_control"":""0280"",""precio_compra_con_iva"":455,""iva_compra"":62.76,""porcentaje_a_ganar"":35,""utilidad"":159.25,""openpay_comision"":15.7,""openpay_iva"":2.51,""comision_tienda_nube"":15.25,""total_comisiones"":33.46,""descuento_pago_transferencia_pct"":2.58,""iva_venta_desglosar"":89.34,""precio_venta_sin_iva"":558,""ganancia_real"":166,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPPAA1,PLATO PAN (20),916,556.03,ARTESANIAS,CPPAA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""455 107 2674"",""financiero_2023"":{""numero_control"":""0281"",""precio_compra_con_iva"":645,""iva_compra"":88.97,""porcentaje_a_ganar"":35,""utilidad"":225.75,""openpay_comision"":21.21,""openpay_iva"":3.39,""comision_tienda_nube"":20.51,""total_comisiones"":45.1,""descuento_pago_transferencia_pct"":2.46,""iva_venta_desglosar"":126.32,""precio_venta_sin_iva"":790,""ganancia_real"":233,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPPCA1,PLATO PARA COLGAR (10),330,198.28,ARTESANIAS,CPPCA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""456 107 2674"",""financiero_2023"":{""numero_control"":""0282"",""precio_compra_con_iva"":230,""iva_compra"":31.72,""porcentaje_a_ganar"":35,""utilidad"":80.5,""openpay_comision"":9.17,""openpay_iva"":1.47,""comision_tienda_nube"":9.02,""total_comisiones"":19.66,""descuento_pago_transferencia_pct"":2.98,""iva_venta_desglosar"":45.54,""precio_venta_sin_iva"":285,""ganancia_real"":86,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPPCC1,PLATO PARA COLGAR (15),528,318.97,ARTESANIAS,CPPCC1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""457 107 2674"",""financiero_2023"":{""numero_control"":""0283"",""precio_compra_con_iva"":370,""iva_compra"":51.03,""porcentaje_a_ganar"":35,""utilidad"":129.5,""openpay_comision"":13.23,""openpay_iva"":2.12,""comision_tienda_nube"":12.9,""total_comisiones"":28.24,""descuento_pago_transferencia_pct"":2.68,""iva_venta_desglosar"":72.79,""precio_venta_sin_iva"":455,""ganancia_real"":136,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPPCD1,PLATO PARA COLGAR (17),775,469.83,ARTESANIAS,CPPCD1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""423 107 2674"",""financiero_2023"":{""numero_control"":""0284"",""precio_compra_con_iva"":545,""iva_compra"":75.17,""porcentaje_a_ganar"":35,""utilidad"":190.75,""openpay_comision"":18.31,""openpay_iva"":2.93,""comision_tienda_nube"":17.74,""total_comisiones"":38.97,""descuento_pago_transferencia_pct"":2.52,""iva_venta_desglosar"":106.86,""precio_venta_sin_iva"":668,""ganancia_real"":198,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPPCE1,PLATO PARA COLGAR (20),1120,681.03,ARTESANIAS,CPPCE1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""424 107 2674"",""financiero_2023"":{""numero_control"":""0285"",""precio_compra_con_iva"":790,""iva_compra"":108.97,""porcentaje_a_ganar"":35,""utilidad"":276.5,""openpay_comision"":25.41,""openpay_iva"":4.07,""comision_tienda_nube"":24.52,""total_comisiones"":54,""descuento_pago_transferencia_pct"":2.41,""iva_venta_desglosar"":154.55,""precio_venta_sin_iva"":966,""ganancia_real"":285,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPPCF1,PLATO PARA COLGAR (24),1325,806.03,ARTESANIAS,CPPCF1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""425 107 2674"",""financiero_2023"":{""numero_control"":""0286"",""precio_compra_con_iva"":935,""iva_compra"":128.97,""porcentaje_a_ganar"":35,""utilidad"":327.25,""openpay_comision"":29.62,""openpay_iva"":4.74,""comision_tienda_nube"":28.53,""total_comisiones"":62.89,""descuento_pago_transferencia_pct"":2.37,""iva_venta_desglosar"":182.78,""precio_venta_sin_iva"":1142,""ganancia_real"":336,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPPCG1,PLATO PARA COLGAR (28),1685,1025.86,ARTESANIAS,CPPCG1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""426 107 2674"",""financiero_2023"":{""numero_control"":""0287"",""precio_compra_con_iva"":1190,""iva_compra"":164.14,""porcentaje_a_ganar"":35,""utilidad"":416.5,""openpay_comision"":37.01,""openpay_iva"":5.92,""comision_tienda_nube"":35.59,""total_comisiones"":78.52,""descuento_pago_transferencia_pct"":2.33,""iva_venta_desglosar"":232.42,""precio_venta_sin_iva"":1453,""ganancia_real"":427,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPPAB1,PLATO PASTEL (17),669,405.17,ARTESANIAS,CPPAB1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""427 107 2674"",""financiero_2023"":{""numero_control"":""0288"",""precio_compra_con_iva"":470,""iva_compra"":64.83,""porcentaje_a_ganar"":35,""utilidad"":164.5,""openpay_comision"":16.13,""openpay_iva"":2.58,""comision_tienda_nube"":15.66,""total_comisiones"":34.38,""descuento_pago_transferencia_pct"":2.57,""iva_venta_desglosar"":92.26,""precio_venta_sin_iva"":577,""ganancia_real"":171,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPPOA1,PLATO POSTRE (14),450,271.55,ARTESANIAS,CPPOA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""428 107 2674"",""financiero_2023"":{""numero_control"":""0289"",""precio_compra_con_iva"":315,""iva_compra"":43.45,""porcentaje_a_ganar"":35,""utilidad"":110.25,""openpay_comision"":11.64,""openpay_iva"":1.86,""comision_tienda_nube"":11.37,""total_comisiones"":24.87,""descuento_pago_transferencia_pct"":2.76,""iva_venta_desglosar"":62.09,""precio_venta_sin_iva"":388,""ganancia_real"":116,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPSOB1,PLATO SOPA (5.5x17),1205,732.76,ARTESANIAS,CPSOB1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""429 107 2674"",""financiero_2023"":{""numero_control"":""0290"",""precio_compra_con_iva"":850,""iva_compra"":117.24,""porcentaje_a_ganar"":35,""utilidad"":297.5,""openpay_comision"":27.15,""openpay_iva"":4.34,""comision_tienda_nube"":26.18,""total_comisiones"":57.67,""descuento_pago_transferencia_pct"":2.39,""iva_venta_desglosar"":166.23,""precio_venta_sin_iva"":1039,""ganancia_real"":306,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPTRA1,PLATO TRINCHE (24),1120,681.03,ARTESANIAS,CPTRA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""430 107 2674"",""financiero_2023"":{""numero_control"":""0291"",""precio_compra_con_iva"":790,""iva_compra"":108.97,""porcentaje_a_ganar"":35,""utilidad"":276.5,""openpay_comision"":25.41,""openpay_iva"":4.07,""comision_tienda_nube"":24.52,""total_comisiones"":54,""descuento_pago_transferencia_pct"":2.41,""iva_venta_desglosar"":154.55,""precio_venta_sin_iva"":966,""ganancia_real"":285,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPOCA1,PLATON OVAL CHICO (24x32),2024,1232.76,ARTESANIAS,CPOCA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""431 107 2674"",""financiero_2023"":{""numero_control"":""0292"",""precio_compra_con_iva"":1430,""iva_compra"":197.24,""porcentaje_a_ganar"":35,""utilidad"":500.5,""openpay_comision"":43.97,""openpay_iva"":7.04,""comision_tienda_nube"":42.23,""total_comisiones"":93.24,""descuento_pago_transferencia_pct"":2.3,""iva_venta_desglosar"":279.14,""precio_venta_sin_iva"":1745,""ganancia_real"":512,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPOGA1,PLATON OVAL GRANDE HONDO (28x40),2440,1487.07,ARTESANIAS,CPOGA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""432 107 2674"",""financiero_2023"":{""numero_control"":""0293"",""precio_compra_con_iva"":1725,""iva_compra"":237.93,""porcentaje_a_ganar"":35,""utilidad"":603.75,""openpay_comision"":52.53,""openpay_iva"":8.4,""comision_tienda_nube"":50.39,""total_comisiones"":111.32,""descuento_pago_transferencia_pct"":2.28,""iva_venta_desglosar"":336.56,""precio_venta_sin_iva"":2104,""ganancia_real"":616,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPCHB1,POLKA CHICA (21x12),1812,1103.45,ARTESANIAS,CPCHB1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""433 107 2674"",""financiero_2023"":{""numero_control"":""0294"",""precio_compra_con_iva"":1280,""iva_compra"":176.55,""porcentaje_a_ganar"":35,""utilidad"":448,""openpay_comision"":39.62,""openpay_iva"":6.34,""comision_tienda_nube"":38.08,""total_comisiones"":84.04,""descuento_pago_transferencia_pct"":2.32,""iva_venta_desglosar"":249.94,""precio_venta_sin_iva"":1562,""ganancia_real"":459,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPCGA1,PORTA CUCHARA GOTA (14x9.3),471,284.48,ARTESANIAS,CPCGA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""434 107 2674"",""financiero_2023"":{""numero_control"":""0295"",""precio_compra_con_iva"":330,""iva_compra"":45.52,""porcentaje_a_ganar"":35,""utilidad"":115.5,""openpay_comision"":12.07,""openpay_iva"":1.93,""comision_tienda_nube"":11.79,""total_comisiones"":25.79,""descuento_pago_transferencia_pct"":2.74,""iva_venta_desglosar"":65.01,""precio_venta_sin_iva"":406,""ganancia_real"":122,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
